handle,title,Product Type,Category,tags,SKU,Weight,Better Home Price,Retail Price,Description,Brand,Material,Returns Policy,Warranty,url,Color,Finish,Material,Style,Image Src
parryware-two-piece-niagara-c0293,Parryware Two Piece Niagara C0293,Toilet,Uncategorized,Bathroom and Kitchen fixtures,SACO0129-24742414,0.0,10160.0,13190.0,Includes closet Solid plus seat cover cistern set including fittings Parryware Closet Niagara S-230MM C0293-Ivory Parryware Seat Cover Solid Plus E8307-Ivory Parryware Flush Tank C0767-Ivory,Parryware,,Immediately return goods on delivery in case of any damages found.,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-two-piece-niagara-c0293,White,,,Whole Set,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SACO0129.jpg?v=1695414237
parryware-counter-basin-mini-oval-c0438-ivory,Parryware Counter Basin Mini Oval C0438,Wash Basin,,Bathroom and Kitchen fixtures,SAWA0119-11349676,0.0,2596.0,3110.0,Mini Oval Counter Basin,Parryware,,Immediately return goods on delivery in case of any damages found.,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-counter-basin-mini-oval-c0438-ivory,White,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SAWA0119.jpg?v=1695414219
parryware-counter-basin-mini-oval-c0438-ivory,Parryware Counter Basin Mini Oval C0438,Wash Basin,,Bathroom and Kitchen fixtures,SAWA0119-24507397,0.0,3495.0,4250.0,Mini Oval Counter Basin,Parryware,,Immediately return goods on delivery in case of any damages found.,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-counter-basin-mini-oval-c0438-ivory,Moon Ivory,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SAWA0119.jpg?v=1695414219
parryware-wall-hung-oxford-c0406-ivory,Parryware Wall Hung Oxford C0406-Ivory,Wash Basin,,,SAWA0118-11349672,0.0,1603.0,1810.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,,Immediately return goods on delivery in case of any damages found.,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-wall-hung-oxford-c0406-ivory,Moon Ivory,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SAWA0118.jpg?v=1695414210
parryware-soap-dish-t6503a1,Parryware Soap Dish T6503A1,Soap Dish,,Bathroom and Kitchen fixtures,SASO0011-11349666,0.0,1204.0,1500.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,,Immediately return goods on delivery in case of any damages found.,6 Months Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-soap-dish-t6503a1,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SASO0011.jpg?v=1695414183
parryware-bottle-trap-t3202a1,Parryware Bottle Trap T3202A1,Wash Basin,Uncategorized,Bathroom and Kitchen fixtures,SAWA0116-11349654,0.0,1620.0,2140.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,,Immediately return goods on delivery in case of any damages found.,2 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-bottle-trap-t3202a1,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SAWA0116.jpg?v=1695414149
parryware-counter-basin-aquarius-c0466-white,Parryware Counter Basin Aquarius C0466-White,Wash Basin,,Bathroom and Kitchen fixtures,SAWA0115-11349650,0.0,2712.0,3240.0,Aquarius Counter Basin,Parryware,,Immediately return goods on delivery in case of any damages found.,Manufacture warranty Please contact the brand service center.,https://betterhomeapp.com/products/parryware-counter-basin-aquarius-c0466-white,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SAWA0115.jpg?v=1695414140
parryware-tumbler-holder-t6504a1,Parryware Tumbler Holder T6504A1,Holder,,Bathroom and Kitchen fixtures,SAHO0021-11349649,0.0,1349.0,1650.0,Model Omega,Parryware,,Immediately return goods on delivery in case of any damages found.,Manufacture warranty Please contact the brand service center.,https://betterhomeapp.com/products/parryware-tumbler-holder-t6504a1,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SAHO0021.jpg?v=1695414131
parryware-hand-shower-t9981a1,Parryware Hand Shower T9981A1,Hand Shower,,Bathroom and Kitchen fixtures,HAHA0017-11349645,0.0,1647.0,2060.0,80mm Single Flow Hand Showerwith hose clutch,Parryware,,Immediately return goods on delivery in case of any damages found.,Manufacture warranty Please contact the brand service center.,https://betterhomeapp.com/products/parryware-hand-shower-t9981a1,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/HAHA0017.jpg?v=1695414114
parryware-angle-cock-agate-pro-g3307a1,Parryware Angle Cock Agate Pro G3307A1,Faucet,,,SATA0443-11349644,0.0,1096.0,1320.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,,Immediately return goods on delivery in case of any damages found.,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-angle-cock-agate-pro-g3307a1,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SATA0443.jpg?v=1695414105
parryware-sink-cock-agate-pro-g3321a1,Parryware Sink Cock Agate Pro G3321A1,Faucet,,,SATA0442-11349643,0.0,1904.0,2360.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,,Immediately return goods on delivery in case of any damages found.,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-sink-cock-agate-pro-g3321a1,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SATA0442.jpg?v=1695414096
parryware-bib-cock-agate-pro-g3304a1,Parryware Bib Cock Agate Pro G3304A1,Faucet,,,SATA0441-11349642,0.0,1398.0,1720.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,,Immediately return goods on delivery in case of any damages found.,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-bib-cock-agate-pro-g3304a1,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SATA0441.jpg?v=1695414087
parryware-pillar-cock-agate-pro-g3302a1,Parryware Pillar Cock Agate Pro G3302A1,Faucet,,,SATA0440-11349641,0.0,1460.0,1800.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,,Immediately return goods on delivery in case of any damages found.,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-pillar-cock-agate-pro-g3302a1,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SATA0440.jpg?v=1695414077
parryware-wall-mixer-agate-pro-g3316a1,Parryware Wall Mixer Agate Pro G3316A1,Faucet,,,SATA0439-11349640,0.0,5198.0,6750.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,,Immediately return goods on delivery in case of any damages found.,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-wall-mixer-agate-pro-g3316a1,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SATA0439.jpg?v=1695414069
parryware-bib-cock-jade-g0206a1,Parryware Bib Cock Jade G0206A1,Faucet,,,SATA0432-11349633,0.0,1316.0,1610.0,Long Body Bib Cock Collection Jade,Parryware,,Immediately return goods on delivery in case of any damages found.,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-bib-cock-jade-g0206a1,Chrome,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SATA0432.jpg?v=1695414060
parryware-bib-cock-jade-g0204a1,Parryware Bib Cock Jade G0204A1,Faucet,,,SATA0431-11349632,0.0,1045.0,1250.0,Bib Cock with Wall Flange Collection Jade,Parryware,,Immediately return goods on delivery in case of any damages found.,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-bib-cock-jade-g0204a1,Chrome,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SATA0431.jpg?v=1695414051
parryware-bottle-trap-t3201a1,Parryware Bottle Trap T3201A1,Wash Basin,Uncategorized,Bathroom and Kitchen fixtures,SAWA0114-11349629,0.0,1261.0,1640.0,Bottle Trap-Light,Parryware,,Immediately return goods on delivery in case of any damages found.,Manufacture warranty Please contact the brand service center.,https://betterhomeapp.com/products/parryware-bottle-trap-t3201a1,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SAWA0114.jpg?v=1695414043
parryware-connection-pipe-t991999,Parryware Connection Pipe T991999,Wash Basin,Uncategorized,Bathroom and Kitchen fixtures,SAWA0113-11349628,0.0,115.0,160.0,Connecting Hose 2ft,Parryware,,Immediately return goods on delivery in case of any damages found.,Manufacture warranty Please contact the brand service center.,https://betterhomeapp.com/products/parryware-connection-pipe-t991999,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SAWA0113.jpg?v=1695414034
parryware-waste-coupling-t9911a1,Parryware Waste Coupling Full Thread 130 T9898A1,Wash Basin,,,SAWA0112-11349627,0.0,432.0,590.0,Full Thread Waste Coupling,Parryware,,Immediately return goods on delivery in case of any damages found.,Manufacture warranty Please contact the brand service center.,https://betterhomeapp.com/products/parryware-waste-coupling-t9911a1,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/wastecoupling.jpg?v=1713895220
parryware-flush-tank-slimline-standard-e8297-white,Parryware Flush Tank Slimline Standard E8297-White,Cistern,,Bathroom and Kitchen fixtures,SACO0119-11349625,0.0,1311.0,1620.0,Slimline Standard Single Flush Water inlet position Side left,Parryware,,Immediately return goods on delivery in case of any damages found.,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-flush-tank-slimline-standard-e8297-white,White,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SACO0119.jpg?v=1695414015
parryware-full-pedestal-new-c0302-white,Parryware Full Pedestal New C0302-White,Wash Basin,,Bathroom and Kitchen fixtures,SAWA0111-11349621,0.0,2138.0,2500.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,,Immediately return goods on delivery in case of any damages found.,2 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-full-pedestal-new-c0302-white,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SAWA0111.jpg?v=1695413981
parryware-table-top-wash-basin-inslim-410-c041k-white,Parryware Table Top Wash Basin Inslim 410 C041K-White,Wash Basin,,Bathroom and Kitchen fixtures,SAWA0108-11349617,0.0,4912.0,6240.0,Inslim 410 Table Top Length 410 mm Width 410 mm Height 145 mm,Parryware,,Immediately return goods on delivery in case of any damages found.,,https://betterhomeapp.com/products/parryware-table-top-wash-basin-inslim-410-c041k-white,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SAWA0108.jpg?v=1695413973
parryware-cascade-nxt-semi-pedestal-c0380-white,Parryware Cascade NXT Semi Pedestal C0380-White,Wash Basin,,Bathroom and Kitchen fixtures,SAWA0106-11349615,0.0,1180.0,1520.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance Length 165mm Width 200mm Height 725mm,Parryware,,Immediately return goods on delivery in case of any damages found.,2 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-cascade-nxt-semi-pedestal-c0380-white,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SAWA0106.jpg?v=1695413965
parryware-wash-basin-cascade-nxt-c0404-white,Parryware Wash Basin Cascade NXT C0404-White,Wash Basin,,,SAWA0105-11349614,0.0,1644.0,1840.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,,Immediately return goods on delivery in case of any damages found.,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-wash-basin-cascade-nxt-c0404-white,,,,C0404 Basin - 570 x 440 x 200mm and White,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SAWA0105.jpg?v=1695413956
parryware-wash-basin-cascade-nxt-c0404-white,Parryware Wash Basin Cascade NXT C0404-White,Wash Basin,,,SAWA0105-24595186,0.0,2122.0,2480.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,,Immediately return goods on delivery in case of any damages found.,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-wash-basin-cascade-nxt-c0404-white,,,,C0404 Basin - 570 x 440 x 200mm and Ivory,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SAWA0105.jpg?v=1695413956
parryware-wash-basin-cascade-nxt-c0404-white,Parryware Wash Basin Cascade NXT C0404-White,Wash Basin,,,SAWA0105-24741825,0.0,2814.0,3290.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,,Immediately return goods on delivery in case of any damages found.,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-wash-basin-cascade-nxt-c0404-white,,,,Whole Set C0404 C0380,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SAWA0105.jpg?v=1695413956
parryware-wash-basin-cascade-nxt-c0404-white,Parryware Wash Basin Cascade NXT C0404-White,Wash Basin,,,SAWA0105-24741826,0.0,1370.0,1450.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,,Immediately return goods on delivery in case of any damages found.,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-wash-basin-cascade-nxt-c0404-white,,,,C0380 Pedestal-Long and White,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SAWA0105.jpg?v=1695413956
parryware-aura-rimless-wall-hung-commode-c8848,Parryware Aura Rimless Wall Hung Commode C8848,Toilet,,Bathroom and Kitchen fixtures,SACO0113-11349612,0.0,15580.0,20850.0,Type of Trap P-Trap Type Soft Close EWC Series Aura Rimless Commode,Parryware,,Immediately return goods on delivery in case of any damages found.,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-aura-rimless-wall-hung-commode-c8848,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SACO0113.jpg?v=1695413938
parryware-zest-n-wall-hung-commode-with-soft-close-seat-cover-c021i,Parryware Zest N Wall Hung Commode With Soft Close Seat Cover C021I,Toilet,,Bathroom and Kitchen fixtures,SACO0112-11349611,0.0,7534.0,9990.0,Type of Trap P-Trap Seat Cover Type Soft Close Slim Seat Cover EWC Series Zest N Commode,Parryware,,Immediately return goods on delivery in case of any damages found.,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-zest-n-wall-hung-commode-with-soft-close-seat-cover-c021i,White,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SACO0112.jpg?v=1695413929
parryware-wall-hung-commode-indus-p-195mm-c0265-white,Parryware Wall Hung Commode Indus P-195MM C0265-White Full set,Toilet,Uncategorized,Bathroom and Kitchen fixtures,SACO0109-24730774,0.0,8400.0,13400.0,Parryware Closet Indus P-195MM C0265-White Flushing system Washdown Rim type Open Shape Round Style Neutral,Parryware,,Immediately return goods on delivery in case of any damages found.,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-wall-hung-commode-indus-p-195mm-c0265-white,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SACO0109.jpg?v=1695413920
